======================================================================
TIPO            | LEXEMA               | LINEA    | COLUMNA 
IDENTIFIER      | residue              | L:102 | C:20 
OPERATOR        | =                    | L:102 | C:28 
IDENTIFIER      | source               | L:102 | C:30 
OPERATOR        | .                    | L:102 | C:36 
IDENTIFIER      | substring            | L:102 | C:37 
SEPARATOR       | (                    | L:102 | C:46 
IDENTIFIER      | pos                  | L:102 | C:47 
SEPARATOR       | )                    | L:102 | C:50 
SEPARATOR       | ;                    | L:102 | C:51 
KEYWORD         | for                  | L:103 | C:13 
SEPARATOR       | (                    | L:103 | C:17 
KEYWORD         | int                  | L:103 | C:18 
IDENTIFIER      | i                    | L:103 | C:22 
OPERATOR        | =                    | L:103 | C:24 
INTEGERLIT      | 0                    | L:103 | C:26 
SEPARATOR       | ;                    | L:103 | C:27 
IDENTIFIER      | i                    | L:103 | C:29 
OPERATOR        | <                    | L:103 | C:31 
IDENTIFIER      | residue              | L:103 | C:33 
OPERATOR        | .                    | L:103 | C:40 
IDENTIFIER      | length               | L:103 | C:41 
SEPARATOR       | (                    | L:103 | C:47 
SEPARATOR       | )                    | L:103 | C:48 
SEPARATOR       | ;                    | L:103 | C:49 
IDENTIFIER      | i                    | L:103 | C:51 
OPERATOR        | ++                   | L:103 | C:52 
SEPARATOR       | )                    | L:103 | C:54 
SEPARATOR       | {                    | L:103 | C:56 
KEYWORD         | if                   | L:104 | C:17 
SEPARATOR       | (                    | L:104 | C:20 
OPERATOR        | !                    | L:104 | C:21 
IDENTIFIER      | Character            | L:104 | C:22 
OPERATOR        | .                    | L:104 | C:31 
IDENTIFIER      | isWhitespace         | L:104 | C:32 
SEPARATOR       | (                    | L:104 | C:44 
IDENTIFIER      | residue              | L:104 | C:45 
OPERATOR        | .                    | L:104 | C:52 
IDENTIFIER      | charAt               | L:104 | C:53 
SEPARATOR       | (                    | L:104 | C:59 
IDENTIFIER      | i                    | L:104 | C:60 
SEPARATOR       | )                    | L:104 | C:61 
SEPARATOR       | )                    | L:104 | C:62 
SEPARATOR       | )                    | L:104 | C:63 
SEPARATOR       | {                    | L:104 | C:65 
IDENTIFIER      | tokens               | L:105 | C:21 
OPERATOR        | .                    | L:105 | C:27 
IDENTIFIER      | add                  | L:105 | C:28 
SEPARATOR       | (                    | L:105 | C:31 
KEYWORD         | new                  | L:105 | C:32 
IDENTIFIER      | Token                | L:105 | C:36 
SEPARATOR       | (                    | L:105 | C:41 
IDENTIFIER      | TokenType            | L:105 | C:42 
OPERATOR        | .                    | L:105 | C:51 
IDENTIFIER      | UNKNOWN              | L:105 | C:52 
SEPARATOR       | ,                    | L:105 | C:59 
IDENTIFIER      | String               | L:105 | C:61 
OPERATOR        | .                    | L:105 | C:67 
IDENTIFIER      | valueOf              | L:105 | C:68 
SEPARATOR       | (                    | L:105 | C:75 
IDENTIFIER      | residue              | L:105 | C:76 
OPERATOR        | .                    | L:105 | C:83 
IDENTIFIER      | charAt               | L:105 | C:84 
SEPARATOR       | (                    | L:105 | C:90 
IDENTIFIER      | i                    | L:105 | C:91 
SEPARATOR       | )                    | L:105 | C:92 
SEPARATOR       | )                    | L:105 | C:93 
SEPARATOR       | ,                    | L:105 | C:94 
IDENTIFIER      | currentLine          | L:105 | C:96 
SEPARATOR       | ,                    | L:105 | C:107
SEPARATOR       | (                    | L:105 | C:109
IDENTIFIER      | pos                  | L:105 | C:110
OPERATOR        | +                    | L:105 | C:114
IDENTIFIER      | i                    | L:105 | C:116
SEPARATOR       | )                    | L:105 | C:117
OPERATOR        | -                    | L:105 | C:119
IDENTIFIER      | lastNewLinePos       | L:105 | C:121
SEPARATOR       | )                    | L:105 | C:135
SEPARATOR       | )                    | L:105 | C:136
SEPARATOR       | ;                    | L:105 | C:137
SEPARATOR       | }                    | L:106 | C:17 
SEPARATOR       | }                    | L:107 | C:13 
SEPARATOR       | }                    | L:108 | C:9  
KEYWORD         | return               | L:110 | C:9  
IDENTIFIER      | tokens               | L:110 | C:16 
SEPARATOR       | ;                    | L:110 | C:22 
SEPARATOR       | }                    | L:111 | C:5  
KEYWORD         | private              | L:113 | C:5  
KEYWORD         | static               | L:113 | C:13 
KEYWORD         | void                 | L:113 | C:20 
IDENTIFIER      | actualizarPosicion   | L:113 | C:25 
SEPARATOR       | (                    | L:113 | C:43 
IDENTIFIER      | String               | L:113 | C:44 
IDENTIFIER      | match                | L:113 | C:51 
SEPARATOR       | ,                    | L:113 | C:56 
KEYWORD         | int                  | L:113 | C:58 
IDENTIFIER      | startPos             | L:113 | C:62 
SEPARATOR       | )                    | L:113 | C:70 
SEPARATOR       | {                    | L:113 | C:72 
SEPARATOR       | }                    | L:114 | C:5  
KEYWORD         | private              | L:116 | C:5  
KEYWORD         | static               | L:116 | C:13 
IDENTIFIER      | TokenType            | L:116 | C:20 
IDENTIFIER      | determineType        | L:116 | C:30 
SEPARATOR       | (                    | L:116 | C:43 
IDENTIFIER      | Matcher              | L:116 | C:44 
IDENTIFIER      | m                    | L:116 | C:52 
SEPARATOR       | )                    | L:116 | C:53 
SEPARATOR       | {                    | L:116 | C:55 
KEYWORD         | if                   | L:117 | C:9  
SEPARATOR       | (                    | L:117 | C:12 
IDENTIFIER      | m                    | L:117 | C:13 
OPERATOR        | .                    | L:117 | C:14 
IDENTIFIER      | group                | L:117 | C:15 
SEPARATOR       | (                    | L:117 | C:20 
STRINGLIT       | "JAVADOC"            | L:117 | C:21 
SEPARATOR       | )                    | L:117 | C:30 
OPERATOR        | !=                   | L:117 | C:32 
KEYWORD         | null                 | L:117 | C:35 
SEPARATOR       | )                    | L:117 | C:39 
KEYWORD         | return               | L:117 | C:41 
IDENTIFIER      | TokenType            | L:117 | C:48 
OPERATOR        | .                    | L:117 | C:57 
IDENTIFIER      | JAVADOC              | L:117 | C:58 
SEPARATOR       | ;                    | L:117 | C:65 
KEYWORD         | if                   | L:118 | C:9  
SEPARATOR       | (                    | L:118 | C:12 
IDENTIFIER      | m                    | L:118 | C:13 
OPERATOR        | .                    | L:118 | C:14 
IDENTIFIER      | group                | L:118 | C:15 
SEPARATOR       | (                    | L:118 | C:20 
STRINGLIT       | "BLOCKCOMMENT"       | L:118 | C:21 
SEPARATOR       | )                    | L:118 | C:35 
OPERATOR        | !=                   | L:118 | C:37 
KEYWORD         | null                 | L:118 | C:40 
SEPARATOR       | )                    | L:118 | C:44 
KEYWORD         | return               | L:118 | C:46 
IDENTIFIER      | TokenType            | L:118 | C:53 
OPERATOR        | .                    | L:118 | C:62 
IDENTIFIER      | BLOCKCOMMENT         | L:118 | C:63 
SEPARATOR       | ;                    | L:118 | C:75 
KEYWORD         | if                   | L:119 | C:9  
SEPARATOR       | (                    | L:119 | C:12 
IDENTIFIER      | m                    | L:119 | C:13 
OPERATOR        | .                    | L:119 | C:14 
IDENTIFIER      | group                | L:119 | C:15 
SEPARATOR       | (                    | L:119 | C:20 
STRINGLIT       | "LINECOMMENT"        | L:119 | C:21 
SEPARATOR       | )                    | L:119 | C:34 
OPERATOR        | !=                   | L:119 | C:36 
KEYWORD         | null                 | L:119 | C:39 
SEPARATOR       | )                    | L:119 | C:43 
KEYWORD         | return               | L:119 | C:45 
IDENTIFIER      | TokenType            | L:119 | C:52 
OPERATOR        | .                    | L:119 | C:61 
IDENTIFIER      | LINECOMMENT          | L:119 | C:62 
SEPARATOR       | ;                    | L:119 | C:73 
KEYWORD         | if                   | L:120 | C:9  
SEPARATOR       | (                    | L:120 | C:12 
IDENTIFIER      | m                    | L:120 | C:13 
OPERATOR        | .                    | L:120 | C:14 
IDENTIFIER      | group                | L:120 | C:15 
SEPARATOR       | (                    | L:120 | C:20 
STRINGLIT       | "KEYWORD"            | L:120 | C:21 
SEPARATOR       | )                    | L:120 | C:30 
OPERATOR        | !=                   | L:120 | C:32 
KEYWORD         | null                 | L:120 | C:35 
SEPARATOR       | )                    | L:120 | C:39 
KEYWORD         | return               | L:120 | C:41 
IDENTIFIER      | TokenType            | L:120 | C:48 
OPERATOR        | .                    | L:120 | C:57 
IDENTIFIER      | KEYWORD              | L:120 | C:58 
SEPARATOR       | ;                    | L:120 | C:65 
KEYWORD         | if                   | L:121 | C:9  
SEPARATOR       | (                    | L:121 | C:12 
IDENTIFIER      | m                    | L:121 | C:13 
OPERATOR        | .                    | L:121 | C:14 
IDENTIFIER      | group                | L:121 | C:15 
SEPARATOR       | (                    | L:121 | C:20 
STRINGLIT       | "FLOATLIT"           | L:121 | C:21 
SEPARATOR       | )                    | L:121 | C:31 
OPERATOR        | !=                   | L:121 | C:33 
KEYWORD         | null                 | L:121 | C:36 
SEPARATOR       | )                    | L:121 | C:40 
KEYWORD         | return               | L:121 | C:42 
IDENTIFIER      | TokenType            | L:121 | C:49 
OPERATOR        | .                    | L:121 | C:58 
IDENTIFIER      | FLOATLIT             | L:121 | C:59 
SEPARATOR       | ;                    | L:121 | C:67 
KEYWORD         | if                   | L:122 | C:9  
SEPARATOR       | (                    | L:122 | C:12 
IDENTIFIER      | m                    | L:122 | C:13 
OPERATOR        | .                    | L:122 | C:14 
IDENTIFIER      | group                | L:122 | C:15 
SEPARATOR       | (                    | L:122 | C:20 
STRINGLIT       | "HEXADECIMALLIT"     | L:122 | C:21 
SEPARATOR       | )                    | L:122 | C:37 
OPERATOR        | !=                   | L:122 | C:39 
KEYWORD         | null                 | L:122 | C:42 
SEPARATOR       | )                    | L:122 | C:46 
KEYWORD         | return               | L:122 | C:48 
IDENTIFIER      | TokenType            | L:122 | C:55 
OPERATOR        | .                    | L:122 | C:64 
IDENTIFIER      | HEXADECIMALLIT       | L:122 | C:65 
SEPARATOR       | ;                    | L:122 | C:79 
KEYWORD         | if                   | L:123 | C:9  
SEPARATOR       | (                    | L:123 | C:12 
IDENTIFIER      | m                    | L:123 | C:13 
OPERATOR        | .                    | L:123 | C:14 
IDENTIFIER      | group                | L:123 | C:15 
SEPARATOR       | (                    | L:123 | C:20 
STRINGLIT       | "BINARYLIT"          | L:123 | C:21 
SEPARATOR       | )                    | L:123 | C:32 
OPERATOR        | !=                   | L:123 | C:34 
KEYWORD         | null                 | L:123 | C:37 
SEPARATOR       | )                    | L:123 | C:41 
KEYWORD         | return               | L:123 | C:43 
IDENTIFIER      | TokenType            | L:123 | C:50 
OPERATOR        | .                    | L:123 | C:59 
IDENTIFIER      | BINARYLIT            | L:123 | C:60 
SEPARATOR       | ;                    | L:123 | C:69 
KEYWORD         | if                   | L:124 | C:9  
SEPARATOR       | (                    | L:124 | C:12 
IDENTIFIER      | m                    | L:124 | C:13 
OPERATOR        | .                    | L:124 | C:14 
IDENTIFIER      | group                | L:124 | C:15 
SEPARATOR       | (                    | L:124 | C:20 
STRINGLIT       | "OCTALLIT"           | L:124 | C:21 
SEPARATOR       | )                    | L:124 | C:31 
OPERATOR        | !=                   | L:124 | C:33 
KEYWORD         | null                 | L:124 | C:36 
SEPARATOR       | )                    | L:124 | C:40 
KEYWORD         | return               | L:124 | C:42 
IDENTIFIER      | TokenType            | L:124 | C:49 
OPERATOR        | .                    | L:124 | C:58 
IDENTIFIER      | OCTALLIT             | L:124 | C:59 
SEPARATOR       | ;                    | L:124 | C:67 
KEYWORD         | if                   | L:125 | C:9  
SEPARATOR       | (                    | L:125 | C:12 
IDENTIFIER      | m                    | L:125 | C:13 
OPERATOR        | .                    | L:125 | C:14 
IDENTIFIER      | group                | L:125 | C:15 
SEPARATOR       | (                    | L:125 | C:20 
STRINGLIT       | "INTEGERLIT"         | L:125 | C:21 
SEPARATOR       | )                    | L:125 | C:33 
OPERATOR        | !=                   | L:125 | C:35 
KEYWORD         | null                 | L:125 | C:38 
SEPARATOR       | )                    | L:125 | C:42 
KEYWORD         | return               | L:125 | C:44 
IDENTIFIER      | TokenType            | L:125 | C:51 
OPERATOR        | .                    | L:125 | C:60 
IDENTIFIER      | INTEGERLIT           | L:125 | C:61 
SEPARATOR       | ;                    | L:125 | C:71 
KEYWORD         | if                   | L:126 | C:9  
SEPARATOR       | (                    | L:126 | C:12 
IDENTIFIER      | m                    | L:126 | C:13 
OPERATOR        | .                    | L:126 | C:14 
IDENTIFIER      | group                | L:126 | C:15 
SEPARATOR       | (                    | L:126 | C:20 
STRINGLIT       | "STRINGLIT"          | L:126 | C:21 
SEPARATOR       | )                    | L:126 | C:32 
OPERATOR        | !=                   | L:126 | C:34 
KEYWORD         | null                 | L:126 | C:37 
SEPARATOR       | )                    | L:126 | C:41 
KEYWORD         | return               | L:126 | C:43 
IDENTIFIER      | TokenType            | L:126 | C:50 
OPERATOR        | .                    | L:126 | C:59 
IDENTIFIER      | STRINGLIT            | L:126 | C:60 
SEPARATOR       | ;                    | L:126 | C:69 
KEYWORD         | if                   | L:127 | C:9  
SEPARATOR       | (                    | L:127 | C:12 
IDENTIFIER      | m                    | L:127 | C:13 
OPERATOR        | .                    | L:127 | C:14 
IDENTIFIER      | group                | L:127 | C:15 
SEPARATOR       | (                    | L:127 | C:20 
STRINGLIT       | "CHARLIT"            | L:127 | C:21 
SEPARATOR       | )                    | L:127 | C:30 
OPERATOR        | !=                   | L:127 | C:32 
KEYWORD         | null                 | L:127 | C:35 
SEPARATOR       | )                    | L:127 | C:39 
KEYWORD         | return               | L:127 | C:41 
IDENTIFIER      | TokenType            | L:127 | C:48 
OPERATOR        | .                    | L:127 | C:57 
IDENTIFIER      | CHARLIT              | L:127 | C:58 
SEPARATOR       | ;                    | L:127 | C:65 
KEYWORD         | if                   | L:128 | C:9  
SEPARATOR       | (                    | L:128 | C:12 
IDENTIFIER      | m                    | L:128 | C:13 
OPERATOR        | .                    | L:128 | C:14 
IDENTIFIER      | group                | L:128 | C:15 
SEPARATOR       | (                    | L:128 | C:20 
STRINGLIT       | "IDENTIFIER"         | L:128 | C:21 
SEPARATOR       | )                    | L:128 | C:33 
OPERATOR        | !=                   | L:128 | C:35 
KEYWORD         | null                 | L:128 | C:38 
SEPARATOR       | )                    | L:128 | C:42 
KEYWORD         | return               | L:128 | C:44 
IDENTIFIER      | TokenType            | L:128 | C:51 
OPERATOR        | .                    | L:128 | C:60 
IDENTIFIER      | IDENTIFIER           | L:128 | C:61 
SEPARATOR       | ;                    | L:128 | C:71 
KEYWORD         | if                   | L:129 | C:9  
SEPARATOR       | (                    | L:129 | C:12 
IDENTIFIER      | m                    | L:129 | C:13 
OPERATOR        | .                    | L:129 | C:14 
IDENTIFIER      | group                | L:129 | C:15 
SEPARATOR       | (                    | L:129 | C:20 
STRINGLIT       | "OPERATOR"           | L:129 | C:21 
SEPARATOR       | )                    | L:129 | C:31 
OPERATOR        | !=                   | L:129 | C:33 
KEYWORD         | null                 | L:129 | C:36 
SEPARATOR       | )                    | L:129 | C:40 
KEYWORD         | return               | L:129 | C:42 
IDENTIFIER      | TokenType            | L:129 | C:49 
OPERATOR        | .                    | L:129 | C:58 
IDENTIFIER      | OPERATOR             | L:129 | C:59 
SEPARATOR       | ;                    | L:129 | C:67 
KEYWORD         | if                   | L:130 | C:9  
SEPARATOR       | (                    | L:130 | C:12 
IDENTIFIER      | m                    | L:130 | C:13 
OPERATOR        | .                    | L:130 | C:14 
IDENTIFIER      | group                | L:130 | C:15 
SEPARATOR       | (                    | L:130 | C:20 
STRINGLIT       | "SEPARATOR"          | L:130 | C:21 
SEPARATOR       | )                    | L:130 | C:32 
OPERATOR        | !=                   | L:130 | C:34 
KEYWORD         | null                 | L:130 | C:37 
SEPARATOR       | )                    | L:130 | C:41 
KEYWORD         | return               | L:130 | C:43 
IDENTIFIER      | TokenType            | L:130 | C:50 
OPERATOR        | .                    | L:130 | C:59 
IDENTIFIER      | SEPARATOR            | L:130 | C:60 
SEPARATOR       | ;                    | L:130 | C:69 
KEYWORD         | return               | L:131 | C:9  
KEYWORD         | null                 | L:131 | C:16 
SEPARATOR       | ;                    | L:131 | C:20 
SEPARATOR       | }                    | L:132 | C:5  
KEYWORD         | public               | L:134 | C:5  
KEYWORD         | static               | L:134 | C:12 
KEYWORD         | void                 | L:134 | C:19 
IDENTIFIER      | main                 | L:134 | C:24 
SEPARATOR       | (                    | L:134 | C:28 
IDENTIFIER      | String               | L:134 | C:29 
SEPARATOR       | [                    | L:134 | C:35 
SEPARATOR       | ]                    | L:134 | C:36 
IDENTIFIER      | args                 | L:134 | C:38 
SEPARATOR       | )                    | L:134 | C:42 
SEPARATOR       | {                    | L:134 | C:44 
IDENTIFIER      | String               | L:135 | C:9  
IDENTIFIER      | fileName             | L:135 | C:16 
OPERATOR        | =                    | L:135 | C:25 
STRINGLIT       | "Ejemplo.java"       | L:135 | C:27 
SEPARATOR       | ;                    | L:135 | C:41 
KEYWORD         | try                  | L:136 | C:9  
SEPARATOR       | {                    | L:136 | C:13 
IDENTIFIER      | String               | L:137 | C:13 
IDENTIFIER      | content              | L:137 | C:20 
OPERATOR        | =                    | L:137 | C:28 
IDENTIFIER      | Files                | L:137 | C:30 
OPERATOR        | .                    | L:137 | C:35 
IDENTIFIER      | readString           | L:137 | C:36 
SEPARATOR       | (                    | L:137 | C:46 
IDENTIFIER      | Paths                | L:137 | C:47 
OPERATOR        | .                    | L:137 | C:52 
IDENTIFIER      | get                  | L:137 | C:53 
SEPARATOR       | (                    | L:137 | C:56 
IDENTIFIER      | fileName             | L:137 | C:57 
SEPARATOR       | )                    | L:137 | C:65 
SEPARATOR       | )                    | L:137 | C:66 
SEPARATOR       | ;                    | L:137 | C:67 
IDENTIFIER      | List                 | L:138 | C:13 
OPERATOR        | <                    | L:138 | C:17 
IDENTIFIER      | Token                | L:138 | C:18 
OPERATOR        | >                    | L:138 | C:23 
IDENTIFIER      | tokens               | L:138 | C:25 
OPERATOR        | =                    | L:138 | C:32 
IDENTIFIER      | tokenize             | L:138 | C:34 
SEPARATOR       | (                    | L:138 | C:42 
IDENTIFIER      | content              | L:138 | C:43 
SEPARATOR       | )                    | L:138 | C:50 
SEPARATOR       | ;                    | L:138 | C:51 
IDENTIFIER      | System               | L:140 | C:13 
OPERATOR        | .                    | L:140 | C:19 
IDENTIFIER      | out                  | L:140 | C:20 
OPERATOR        | .                    | L:140 | C:23 
IDENTIFIER      | println              | L:140 | C:24 
SEPARATOR       | (                    | L:140 | C:31 
IDENTIFIER      | String               | L:140 | C:32 
OPERATOR        | .                    | L:140 | C:38 
IDENTIFIER      | format               | L:140 | C:39 
SEPARATOR       | (                    | L:140 | C:45 
STRINGLIT       | "%-15s | %-20s | %-8s | %-8s" | L:140 | C:46 
SEPARATOR       | ,                    | L:140 | C:75 
STRINGLIT       | "TIPO"               | L:140 | C:77 
SEPARATOR       | ,                    | L:140 | C:83 
STRINGLIT       | "LEXEMA"             | L:140 | C:85 
SEPARATOR       | ,                    | L:140 | C:93 
STRINGLIT       | "LINEA"              | L:140 | C:95 
SEPARATOR       | ,                    | L:140 | C:102
STRINGLIT       | "COLUMNA"            | L:140 | C:104
SEPARATOR       | )                    | L:140 | C:113
SEPARATOR       | )                    | L:140 | C:114
SEPARATOR       | ;                    | L:140 | C:115
IDENTIFIER      | System               | L:141 | C:13 
OPERATOR        | .                    | L:141 | C:19 
IDENTIFIER      | out                  | L:141 | C:20 
OPERATOR        | .                    | L:141 | C:23 
IDENTIFIER      | println              | L:141 | C:24 
SEPARATOR       | (                    | L:141 | C:31 
STRINGLIT       | "-"                  | L:141 | C:32 
OPERATOR        | .                    | L:141 | C:35 
IDENTIFIER      | repeat               | L:141 | C:36 
SEPARATOR       | (                    | L:141 | C:42 
INTEGERLIT      | 70                   | L:141 | C:43 
SEPARATOR       | )                    | L:141 | C:45 
SEPARATOR       | )                    | L:141 | C:46 
SEPARATOR       | ;                    | L:141 | C:47 
KEYWORD         | for                  | L:143 | C:13 
SEPARATOR       | (                    | L:143 | C:17 
IDENTIFIER      | Token                | L:143 | C:18 
IDENTIFIER      | t                    | L:143 | C:24 
OPERATOR        | :                    | L:143 | C:26 
IDENTIFIER      | tokens               | L:143 | C:28 
SEPARATOR       | )                    | L:143 | C:34 
SEPARATOR       | {                    | L:143 | C:36 
IDENTIFIER      | System               | L:144 | C:17 
OPERATOR        | .                    | L:144 | C:23 
IDENTIFIER      | out                  | L:144 | C:24 
OPERATOR        | .                    | L:144 | C:27 
IDENTIFIER      | println              | L:144 | C:28 
SEPARATOR       | (                    | L:144 | C:35 
IDENTIFIER      | t                    | L:144 | C:36 
SEPARATOR       | )                    | L:144 | C:37 
SEPARATOR       | ;                    | L:144 | C:38 
SEPARATOR       | }                    | L:145 | C:13 
KEYWORD         | long                 | L:147 | C:13 
IDENTIFIER      | errores              | L:147 | C:18 
OPERATOR        | =                    | L:147 | C:26 
IDENTIFIER      | tokens               | L:147 | C:28 
OPERATOR        | .                    | L:147 | C:34 
IDENTIFIER      | stream               | L:147 | C:35 
SEPARATOR       | (                    | L:147 | C:41 
SEPARATOR       | )                    | L:147 | C:42 
OPERATOR        | .                    | L:147 | C:43 
IDENTIFIER      | filter               | L:147 | C:44 
SEPARATOR       | (                    | L:147 | C:50 
IDENTIFIER      | t                    | L:147 | C:51 
OPERATOR        | -                    | L:147 | C:53 
OPERATOR        | >                    | L:147 | C:54 
IDENTIFIER      | t                    | L:147 | C:56 
OPERATOR        | .                    | L:147 | C:57 
IDENTIFIER      | type                 | L:147 | C:58 
SEPARATOR       | (                    | L:147 | C:62 
SEPARATOR       | )                    | L:147 | C:63 
OPERATOR        | ==                   | L:147 | C:65 
IDENTIFIER      | TokenType            | L:147 | C:68 
OPERATOR        | .                    | L:147 | C:77 
IDENTIFIER      | UNKNOWN              | L:147 | C:78 
SEPARATOR       | )                    | L:147 | C:85 
OPERATOR        | .                    | L:147 | C:86 
IDENTIFIER      | count                | L:147 | C:87 
SEPARATOR       | (                    | L:147 | C:92 
SEPARATOR       | )                    | L:147 | C:93 
SEPARATOR       | ;                    | L:147 | C:94 
IDENTIFIER      | System               | L:148 | C:13 
OPERATOR        | .                    | L:148 | C:19 
IDENTIFIER      | out                  | L:148 | C:20 
OPERATOR        | .                    | L:148 | C:23 
IDENTIFIER      | println              | L:148 | C:24 
SEPARATOR       | (                    | L:148 | C:31 
STRINGLIT       | "\nRESUMEN:"         | L:148 | C:32 
SEPARATOR       | )                    | L:148 | C:44 
SEPARATOR       | ;                    | L:148 | C:45 
IDENTIFIER      | System               | L:149 | C:13 
OPERATOR        | .                    | L:149 | C:19 
IDENTIFIER      | out                  | L:149 | C:20 
OPERATOR        | .                    | L:149 | C:23 
IDENTIFIER      | println              | L:149 | C:24 
SEPARATOR       | (                    | L:149 | C:31 
STRINGLIT       | "Total de tokens: "  | L:149 | C:32 
OPERATOR        | +                    | L:149 | C:52 
IDENTIFIER      | tokens               | L:149 | C:54 
OPERATOR        | .                    | L:149 | C:60 
IDENTIFIER      | size                 | L:149 | C:61 
SEPARATOR       | (                    | L:149 | C:65 
SEPARATOR       | )                    | L:149 | C:66 
SEPARATOR       | )                    | L:149 | C:67 
SEPARATOR       | ;                    | L:149 | C:68 
IDENTIFIER      | System               | L:150 | C:13 
OPERATOR        | .                    | L:150 | C:19 
IDENTIFIER      | out                  | L:150 | C:20 
OPERATOR        | .                    | L:150 | C:23 
IDENTIFIER      | println              | L:150 | C:24 
SEPARATOR       | (                    | L:150 | C:31 
STRINGLIT       | "Errores encontrados: " | L:150 | C:32 
OPERATOR        | +                    | L:150 | C:56 
IDENTIFIER      | errores              | L:150 | C:58 
SEPARATOR       | )                    | L:150 | C:65 
SEPARATOR       | ;                    | L:150 | C:66 
SEPARATOR       | }                    | L:152 | C:9  
KEYWORD         | catch                | L:152 | C:11 
SEPARATOR       | (                    | L:152 | C:17 
IDENTIFIER      | IOException          | L:152 | C:18 
IDENTIFIER      | e                    | L:152 | C:30 
SEPARATOR       | )                    | L:152 | C:31 
SEPARATOR       | {                    | L:152 | C:33 
IDENTIFIER      | System               | L:153 | C:13 
OPERATOR        | .                    | L:153 | C:19 
IDENTIFIER      | err                  | L:153 | C:20 
OPERATOR        | .                    | L:153 | C:23 
IDENTIFIER      | println              | L:153 | C:24 
SEPARATOR       | (                    | L:153 | C:31 
STRINGLIT       | "Error: No se pudo encontrar el archivo " | L:153 | C:32 
OPERATOR        | +                    | L:153 | C:74 
IDENTIFIER      | fileName             | L:153 | C:76 
SEPARATOR       | )                    | L:153 | C:84 
SEPARATOR       | ;                    | L:153 | C:85 
SEPARATOR       | }                    | L:154 | C:9  
SEPARATOR       | }                    | L:155 | C:5  
SEPARATOR       | }                    | L:156 | C:1  

======================================================================
ESTADISTICAS DE FRECUENCIA
======================================================================
LINECOMMENT    : 7
INTEGERLIT     : 7
ANNOTATION     : 1
CHARLIT        : 2
STRINGLIT      : 54
KEYWORD        : 108
OPERATOR       : 205
SEPARATOR      : 361
IDENTIFIER     : 324
----------------------------------------------------------------------
Total de tokens: 1069
Total de errores: 0
